timestamp,Ax,Ay,Az,Gx,Gy,Gz
0.000,0.119560,-0.041968,0.978440,3.360,10.500,5.320
9.615,0.105896,-0.041968,0.972096,4.270,17.850,8.260
19.231,0.093208,-0.040992,0.958432,4.900,27.300,11.130
28.846,0.082960,-0.041968,0.967216,4.410,37.100,13.720
38.462,0.061488,-0.035136,0.983320,3.360,47.810,15.470
48.077,0.017080,-0.022448,1.013576,2.660,57.330,16.660
57.692,-0.044408,-0.018056,1.047736,3.290,66.920,17.640
67.308,-0.133712,-0.000976,1.054568,4.270,82.110,19.600
76.923,-0.239120,0.033672,1.030168,4.270,109.060,22.750
86.538,-0.339648,0.077592,1.031144,2.030,144.690,26.250
96.154,-0.452376,0.129320,1.060424,-1.330,178.990,28.000
105.769,-0.592432,0.186904,1.117520,-3.920,206.780,29.260
115.385,-0.783728,0.252296,1.157048,-3.780,229.460,30.520
125.000,-0.963312,0.307928,1.174616,-2.170,252.070,33.600
134.615,-1.095560,0.371368,1.147776,-0.910,276.220,36.750
144.231,-1.257576,0.441152,1.118984,-0.560,299.950,36.820
153.846,-1.437160,0.509960,1.062376,0.000,325.290,33.600
163.462,-1.596248,0.589504,0.971120,0.420,355.670,27.440
173.077,-1.786080,0.672952,0.957456,1.330,390.110,17.640
182.692,-2.167696,0.937936,0.910120,17.920,452.970,-11.970
192.308,-2.349720,1.077992,0.820816,36.330,463.120,-32.060
201.923,-2.453176,1.199504,0.686128,59.570,452.200,-56.700
211.538,-2.524424,1.318088,0.569496,86.730,425.600,-86.660
221.154,-2.529304,1.375184,0.497272,118.300,396.130,-121.170
230.769,-2.690832,1.543544,0.479704,200.270,375.410,-191.730
240.385,-2.759640,1.618696,0.464088,250.740,386.680,-218.050
250.000,-2.798192,1.683600,0.411384,303.310,403.200,-237.230
259.615,-2.724992,1.710928,0.399184,352.170,426.650,-251.930
269.231,-2.677656,1.738256,0.403088,395.710,461.720,-266.280
278.846,-2.629344,1.753872,0.445056,434.210,505.540,-279.370
288.462,-2.621048,1.798768,0.644648,470.050,552.020,-289.730
298.077,-2.592256,1.820728,0.733952,540.050,613.550,-294.140
307.692,-2.582496,1.845128,0.705648,567.490,638.400,-288.190
317.308,-2.531256,1.852936,0.790072,582.750,674.870,-277.690
326.923,-2.562000,1.931992,0.915488,591.640,713.580,-267.120
336.538,-2.654232,1.902224,1.095072,599.200,724.010,-255.710
346.154,-2.632760,1.620648,1.570872,631.190,599.060,-233.450
355.769,-2.454152,1.416176,1.613328,655.620,471.310,-228.130
365.385,-2.154520,1.269288,1.596248,674.310,331.730,-231.070
375.000,-1.841712,1.119960,1.499624,677.950,217.280,-243.950
384.615,-1.534272,1.001376,1.275632,658.910,131.600,-264.880
394.231,-1.285880,1.004792,0.906216,610.330,76.650,-288.610
403.846,-0.944280,0.987712,0.882304,435.680,65.660,-313.180
413.462,-0.851560,0.930128,0.901336,334.110,94.780,-301.910
423.077,-0.795440,0.848144,0.913536,238.420,123.970,-275.870
432.692,-0.684176,0.751032,0.947208,154.280,143.500,-241.290
442.308,-0.532896,0.645624,1.026264,85.610,153.650,-205.870
451.923,-0.373808,0.539728,1.179496,35.840,154.070,-175.140
461.538,-0.203496,0.319640,1.242448,-9.520,129.010,-132.160
471.154,-0.130784,0.214720,1.263920,-9.380,105.000,-114.590
480.769,-0.057096,0.118096,1.236592,0.070,79.660,-97.860
490.385,0.022448,0.006344,1.207312,14.420,59.920,-82.040
500.000,0.095160,-0.081496,1.132160,29.330,46.410,-67.690
509.615,0.174704,-0.154696,1.034072,39.900,36.540,-55.440
519.231,0.204960,-0.216672,0.946232,43.120,26.530,-45.920
528.846,0.214720,-0.289872,0.910608,39.550,13.510,-36.820
538.462,0.220088,-0.362584,0.907192,31.780,1.750,-26.740
548.077,0.201056,-0.422120,0.927688,21.630,-4.200,-15.330
557.692,0.152256,-0.475312,0.958920,11.340,-7.770,-2.590
567.308,0.114680,-0.508008,1.018456,2.380,-12.880,10.990
576.923,0.101504,-0.527528,1.058960,-5.110,-18.900,23.590
586.538,0.242536,-0.333792,1.030656,-19.250,-36.050,36.120
