timestamp,Ax,Ay,Az,Gx,Gy,Gz
0.000,-0.945256,-0.257176,0.184952,-9.030,-1.610,-2.450
9.615,-0.944280,-0.252296,0.182024,-9.870,-3.430,-3.500
19.231,-0.944280,-0.242048,0.173728,-10.010,-5.110,-4.130
28.846,-0.939888,-0.236192,0.162016,-9.800,-6.160,-4.270
38.462,-0.937448,-0.229360,0.142008,-9.520,-6.930,-3.780
48.077,-0.933056,-0.214232,0.120536,-9.170,-7.000,-3.150
57.692,-0.932080,-0.203496,0.100528,-9.660,-6.160,-2.100
67.308,-0.935496,-0.194712,0.078080,-9.730,-4.270,-0.770
76.923,-0.950624,-0.177632,0.057096,-10.360,-1.540,1.190
86.538,-0.979416,-0.159576,0.022936,-11.200,1.890,4.410
96.154,-1.017480,-0.139080,-0.018544,-12.950,6.370,8.750
105.769,-1.046272,-0.122488,-0.064416,-15.400,9.450,14.070
115.385,-1.057496,-0.082960,-0.157624,-18.970,8.190,18.900
125.000,-1.042856,-0.031232,-0.257664,-24.640,1.190,20.860
134.615,-1.010648,0.028304,-0.324520,-30.380,-9.870,17.920
144.231,-0.975024,0.099064,-0.385032,-35.420,-19.250,9.940
153.846,-0.978440,0.173240,-0.430904,-38.360,-23.730,-0.420
163.462,-1.018944,0.236192,-0.474824,-37.660,-21.700,-9.520
173.077,-1.058472,0.308416,-0.499712,-33.600,-14.490,-15.050
182.692,-1.088240,0.387960,-0.535824,-26.320,-4.550,-15.820
192.308,-1.102392,0.462136,-0.560712,-15.610,6.860,-12.600
201.923,-1.155096,0.551928,-0.564616,-1.470,19.950,-6.860
211.538,-1.226832,0.664656,-0.622200,16.800,32.200,0.560
221.154,-1.304912,0.787632,-0.723216,38.290,40.600,9.240
230.769,-1.413736,0.871568,-0.779336,61.390,45.780,19.810
240.385,-1.480104,0.919392,-0.825208,87.780,51.100,32.480
250.000,-1.536712,1.014552,-0.869128,117.670,60.830,45.150
259.615,-1.477664,1.319552,-1.049200,150.290,74.410,55.580
269.231,-1.520608,1.440576,-1.071160,218.750,109.200,60.130
278.846,-1.634312,1.472296,-0.907680,258.510,131.040,59.220
288.462,-1.755824,1.459120,-0.657824,304.850,160.510,62.860
298.077,-1.872944,1.415688,-0.386496,356.160,199.010,73.430
307.692,-1.972496,1.365912,-0.096624,408.800,240.730,90.090
317.308,-2.052528,1.285880,0.226920,457.170,278.670,110.670
326.923,-2.104256,1.179984,0.626104,497.840,310.170,132.510
336.538,-2.090592,1.131672,0.956480,528.290,329.350,150.710
346.154,-1.953464,1.033096,1.368352,543.830,288.470,149.940
355.769,-1.897344,0.855952,1.650416,533.050,229.180,126.910
365.385,-1.843664,0.623176,1.882704,519.260,156.730,93.450
375.000,-1.840736,0.459208,1.951512,505.750,80.570,55.370
384.615,-1.659200,0.299632,1.889536,487.620,16.520,17.080
394.231,-1.397144,0.146888,1.810968,458.640,-20.230,-20.720
403.846,-1.162416,0.008784,1.718736,418.600,-30.170,-55.860
413.462,-0.965264,-0.079056,1.647976,370.720,-28.350,-84.700
423.077,-0.837896,-0.135664,1.622112,320.460,-26.530,-105.350
432.692,-0.818376,-0.178608,1.598688,272.160,-27.230,-115.080
442.308,-0.831064,-0.308904,1.308328,227.710,-32.130,-111.440
451.923,-0.791048,-0.325008,1.093120,139.790,-45.640,-71.400
461.538,-0.764696,-0.334768,0.885720,92.610,-35.490,-45.920
471.154,-0.768112,-0.334280,0.707600,43.750,-15.260,-22.470
480.769,-0.768112,-0.344040,0.597312,-4.200,4.830,-3.360
490.385,-0.745176,-0.362584,0.549976,-47.460,18.690,9.240
500.000,-0.722728,-0.371856,0.512400,-82.460,27.090,14.070
509.615,-0.696376,-0.378200,0.480680,-107.450,29.750,12.110
519.231,-0.669048,-0.368928,0.463112,-121.520,25.830,4.690
528.846,-0.636352,-0.378200,0.453840,-124.950,17.640,-5.740
538.462,-0.642696,-0.365512,0.434320,-120.050,8.400,-16.660
548.077,-0.706136,-0.360632,0.442128,-109.830,1.960,-24.850
557.692,-0.784704,-0.378688,0.422608,-96.460,-1.680,-28.070
567.308,-0.849608,-0.359168,0.362096,-83.370,-6.580,-26.110
576.923,-0.881816,-0.340136,0.314272,-74.830,-13.790,-21.630
586.538,-0.908168,-0.332816,0.248880,-71.820,-21.910,-17.360
