# label=FP
IMU1,18083,177464047,-2078,77,-62,-22,-83,-40
IMU1,18084,177473566,-2054,72,-69,-22,-106,-31
IMU1,18085,177483291,-2023,62,-79,-24,-135,-27
IMU1,18086,177493013,-2024,66,-87,-33,-148,-23
IMU1,18087,177502736,-2016,70,-100,-45,-134,-17
IMU1,18088,177512660,-2001,73,-100,-55,-105,-12
IMU1,18089,177522583,-2010,76,-95,-62,-62,-16
IMU1,18090,177532109,-2037,64,-81,-68,-24,-18
IMU1,18091,177541644,-2055,53,-62,-76,-3,-13
IMU1,18092,177553730,-2053,49,-44,-83,-5,-12
IMU1,18093,177563066,-2058,49,-37,-82,-30,-14
IMU1,18094,177572591,-2060,49,-36,-76,-68,-13
IMU1,18095,177582126,-2060,56,-35,-69,-96,-14
IMU1,18096,177591658,-2057,55,-52,-66,-109,-13
IMU1,18097,177601403,-2055,46,-59,-65,-109,-10
IMU1,18098,177611125,-2045,43,-67,-67,-104,-6
IMU1,18099,177620650,-2037,50,-84,-79,-97,-7
IMU1,18100,177629974,-2036,55,-81,-92,-92,-14
IMU1,18101,177639505,-2050,63,-69,-102,-86,-22
IMU1,18102,177649234,-2060,62,-60,-108,-83,-23
IMU1,18103,177658959,-2062,64,-58,-110,-83,-25
IMU1,18104,177668691,-2059,62,-56,-112,-93,-21
IMU1,18105,177678414,-2057,64,-54,-103,-100,-19
IMU1,18106,177688332,-2063,66,-69,-95,-105,-17
IMU1,18107,177698050,-2079,72,-81,-95,-107,-15
IMU1,18108,177707774,-2077,54,-93,-97,-107,-11
IMU1,18109,177717505,-2064,45,-100,-108,-108,-9
IMU1,18110,177727433,-2065,44,-116,-123,-106,-12
IMU1,18111,177737563,-2074,46,-132,-142,-93,-15
IMU1,18112,177747503,-2076,41,-131,-164,-66,-13
IMU1,18113,177757435,-2076,31,-120,-177,-35,-16
IMU1,18114,177767380,-2082,25,-105,-193,-19,-20
IMU1,18115,177777287,-2085,20,-101,-202,-20,-22
IMU1,18116,177787193,-2090,25,-98,-191,-40,-26
IMU1,18117,177796922,-2096,24,-104,-177,-63,-30
IMU1,18118,177806845,-2114,23,-113,-167,-75,-30
IMU1,18119,177816774,-2116,18,-153,-148,-80,-22
IMU1,18120,177827752,-2088,12,-176,-146,-100,6
IMU1,18121,177837587,-2054,-7,-191,-153,-101,-14
IMU1,18122,177847622,-2046,-2,-196,-150,-75,-46
IMU1,18123,177857458,-2043,-1,-196,-158,-44,-60
IMU1,18124,177867282,-2052,-15,-185,-160,-12,-80
IMU1,18125,177877301,-2049,-27,-170,-154,3,-93
IMU1,18126,177887034,-2037,-28,-147,-137,8,-104
IMU1,18127,177896976,-2050,-20,-124,-106,12,-116
IMU1,18128,177907097,-2066,-15,-99,-70,30,-121
IMU1,18129,177916847,-2057,-7,-90,-31,44,-116
IMU1,18130,177926390,-2059,7,-79,13,34,-109
IMU1,18131,177935742,-2034,12,-75,51,15,-102
IMU1,18132,177945279,-2024,18,-73,77,8,-99
IMU1,18133,177954433,-2018,29,-70,98,16,-95
IMU1,18134,177963773,-2022,41,-58,103,35,-89
IMU1,18135,177973312,-2031,63,-44,107,60,-85
IMU1,18136,177982848,-2028,72,-18,102,85,-85
IMU1,18137,177992383,-2038,78,12,105,101,-90
IMU1,18138,178002024,-2048,81,34,105,106,-97
IMU1,18139,178011655,-2051,77,43,105,94,-103
IMU1,18140,178021305,-2064,82,51,102,63,-102
IMU1,18141,178030950,-2066,86,52,92,40,-96
IMU1,18142,178040205,-2074,100,41,84,19,-86
IMU1,18143,178049649,-2060,102,35,67,-1,-72
IMU1,18144,178058988,-2054,110,36,41,-11,-63
IMU1,18145,178068531,-2058,101,32,20,-12,-53
IMU1,18146,178078072,-2046,85,31,-6,-3,-48
IMU1,18147,178087642,-2060,76,47,-28,3,-41
IMU1,18148,178097310,-2064,67,47,-49,2,-38
IMU1,18149,178106974,-2057,61,48,-64,-4,-39
