# label=FS
IMU1,3395,33186601,-707,27,2424,127,560,-405
IMU1,3396,33196215,-669,42,2371,42,545,-423
IMU1,3397,33205646,-608,46,2341,8,493,-417
IMU1,3398,33214872,-574,49,2326,-8,436,-390
IMU1,3399,33224207,-577,45,2258,-35,388,-347
IMU1,3400,33233723,-593,33,2225,-38,347,-307
IMU1,3401,33243254,-637,5,2217,-36,324,-272
IMU1,3402,33252583,-672,-25,2181,-63,321,-256
IMU1,3403,33262200,-694,-62,2161,-100,335,-257
IMU1,3404,33272009,-703,-86,2150,-140,367,-265
IMU1,3405,33281825,-697,-109,2123,-192,398,-270
IMU1,3406,33291818,-699,-131,2070,-249,415,-266
IMU1,3407,33301820,-715,-143,1960,-271,391,-254
IMU1,3408,33311826,-714,-131,1862,-227,328,-235
IMU1,3409,33321842,-723,-126,1809,-143,263,-211
IMU1,3410,33331837,-734,-117,1789,-60,225,-184
IMU1,3411,33341647,-749,-125,1816,13,216,-157
IMU1,3412,33351355,-780,-143,1877,62,206,-124
IMU1,3413,33361082,-799,-156,1935,85,202,-109
IMU1,3414,33370796,-838,-178,1997,84,219,-97
IMU1,3415,33380320,-881,-201,2037,48,237,-86
IMU1,3416,33389836,-897,-193,2031,-11,253,-89
IMU1,3417,33399447,-925,-231,1996,-59,265,-92
IMU1,3418,33409069,-900,-191,1946,-72,239,-110
IMU1,3419,33418879,-847,-187,1911,-51,190,-114
IMU1,3420,33428700,-836,-154,1907,-6,142,-98
IMU1,3421,33440197,-807,-148,1940,76,84,-69
IMU1,3422,33449497,-827,-139,1953,69,83,-54
IMU1,3423,33459328,-839,-142,1971,54,96,-57
IMU1,3424,33468640,-847,-146,1968,14,122,-58
IMU1,3425,33478670,-838,-153,1960,-15,135,-66
IMU1,3426,33488283,-833,-153,1942,-28,126,-64
IMU1,3427,33497884,-804,-144,1929,-17,104,-68
IMU1,3428,33507484,-804,-126,1894,19,70,-68
IMU1,3429,33516801,-791,-112,1869,82,30,-73
IMU1,3430,33526641,-746,-96,1904,155,5,-78
IMU1,3431,33536293,-722,-73,1939,214,-12,-80
IMU1,3432,33545698,-697,-38,1958,256,-38,-74
IMU1,3433,33555638,-679,-23,2018,313,-43,-69
IMU1,3434,33565062,-683,6,2105,340,-29,-54
IMU1,3435,33574708,-662,36,2155,341,-24,-33
IMU1,3436,33584039,-674,46,2214,336,-34,-21
IMU1,3437,33593888,-700,66,2224,319,-46,-28
IMU1,3438,33603215,-741,78,2244,292,-65,-24
IMU1,3439,33613039,-792,70,2281,269,-82,-15
IMU1,3440,33622873,-837,56,2307,229,-85,-13
IMU1,3441,33632190,-894,35,2317,158,-101,-11
IMU1,3442,33641700,-978,11,2238,67,-90,-37
IMU1,3443,33651333,-962,-68,2146,-9,-101,-70
IMU1,3444,33661156,-920,-216,2102,-93,-86,-92
IMU1,3445,33670670,-970,-339,1902,-240,-53,-87
IMU1,3446,33680370,-1015,-421,1609,-372,-10,-115
IMU1,3447,33690458,-994,-395,1352,-423,44,-156
IMU1,3448,33700263,-950,-362,1128,-378,112,-167
IMU1,3449,33710270,-949,-363,1037,-232,176,-138
IMU1,3450,33720284,-984,-376,1119,-6,203,-101
IMU1,3451,33729904,-1082,-410,1286,220,178,-67
IMU1,3452,33739818,-1188,-362,1483,409,109,-81
IMU1,3453,33749744,-1280,-278,1720,544,42,-147
IMU1,3454,33759671,-1172,-134,2014,594,-8,-265
IMU1,3455,33769506,-872,111,2283,544,-38,-390
IMU1,3456,33779238,-600,421,2482,408,-53,-449
IMU1,3457,33788952,-442,853,2566,220,-47,-466
IMU1,3458,33798675,-358,1393,2634,56,-59,-444
IMU1,3459,33808387,-182,1998,2851,-57,-77,-382
IMU1,3460,33818199,12,2586,3177,-152,-104,-233
IMU1,3461,33828120,288,3189,3674,-255,-171,15
IMU1,3462,33837952,517,3616,4325,-486,-236,392
IMU1,3463,33847992,571,3765,4952,-967,-307,923
IMU1,3464,33858045,418,3822,5479,-1737,-330,1472
IMU1,3465,33868479,79,3957,5700,-2888,-231,1922
IMU1,3466,33878725,-277,4177,5668,-4298,-24,2314
IMU1,3467,33889064,-530,4355,5599,-5781,185,2658
IMU1,3468,33899513,-752,4534,5395,-7243,311,2963
