timestamp,Ax,Ay,Az,Gx,Gy,Gz
0.000,-0.820816,0.834968,0.794952,-227.710,-156.030,32.340
9.615,-0.845704,0.730048,0.838384,-245.980,-154.910,38.710
19.231,-0.775920,0.683688,0.875472,-260.610,-161.770,44.660
28.846,-0.690520,0.537288,0.845704,-271.320,-174.160,51.590
38.462,-0.704184,0.483120,0.752496,-286.510,-193.270,53.200
48.077,-0.741760,0.431880,0.688080,-293.370,-196.000,53.760
57.692,-0.756400,0.347456,0.602680,-300.930,-195.090,54.390
67.308,-0.842288,0.393816,0.612928,-309.890,-197.540,55.790
76.923,-0.805688,0.353312,0.687104,-316.050,-200.130,56.770
86.538,-0.736392,0.315736,0.753472,-317.380,-202.370,56.070
96.154,-0.833992,0.249856,0.799832,-313.880,-206.290,54.950
105.769,-0.892064,0.269376,0.797392,-297.010,-229.250,59.080
115.385,-1.006256,0.275720,0.770064,-287.000,-245.210,66.570
125.000,-1.066768,0.253272,0.676368,-276.570,-259.630,77.560
134.615,-1.034560,0.260104,0.597312,-268.870,-270.830,89.880
144.231,-1.076528,0.248392,0.640744,-263.060,-278.880,100.870
153.846,-1.092632,0.198616,0.622688,-256.900,-285.390,110.810
163.462,-1.114592,0.243024,0.457744,-254.940,-285.250,126.770
173.077,-1.125328,0.206424,0.336720,-263.970,-271.390,132.090
182.692,-1.175592,0.222528,0.176656,-280.700,-256.690,133.840
192.308,-1.235128,0.219600,0.023424,-305.620,-249.060,132.860
201.923,-1.224392,0.181536,-0.141032,-336.770,-248.850,128.730
211.538,-1.197064,0.142496,-0.202032,-371.770,-254.030,121.520
221.154,-1.422032,0.214720,-0.388448,-406.420,-258.510,113.540
230.769,-1.493280,-0.172752,-0.626592,-477.470,-266.560,117.460
240.385,-0.969656,-0.447008,-0.727608,-508.340,-294.140,120.750
250.000,-0.706624,-0.780312,-0.781776,-534.590,-326.270,124.250
259.615,-0.407480,-0.879376,-0.459208,-554.400,-350.000,133.910
269.231,-0.074664,-0.969656,-0.297192,-562.030,-356.580,147.140
278.846,0.161040,-0.859856,0.289872,-559.370,-335.510,158.130
288.462,0.467504,-0.614880,0.156160,-510.090,-317.730,174.580
298.077,0.506056,-0.578280,0.090768,-480.410,-329.350,180.950
307.692,0.539728,-0.567056,0.263520,-452.690,-340.060,186.550
317.308,-1.667496,-1.045296,-0.432856,-357.000,140.350,182.280
326.923,-1.909544,0.874984,0.232288,-253.470,1068.480,117.810
336.538,-3.616080,-1.984208,-0.435296,-191.730,1240.400,101.290
346.154,2.861632,1.159488,-9.682896,103.250,353.780,198.030
355.769,1.181936,0.092720,-1.263432,1.120,-5.390,135.870
365.385,-0.156160,0.147864,0.309880,-15.260,-25.200,105.560
375.000,-0.228384,-0.027816,0.425536,1.120,-19.180,101.570
384.615,1.472784,0.701256,-2.111088,14.840,-78.050,81.970
394.231,1.222440,0.230336,-2.983632,-21.420,-271.110,9.240
403.846,0.255712,-0.680272,-1.444480,-71.960,-400.400,-67.270
413.462,-0.181048,-0.625128,-1.698240,-94.220,-326.060,-110.250
423.077,-0.713944,-0.814472,-0.819840,-104.300,-155.470,-148.820
432.692,-0.696376,-0.836432,-0.742736,-78.470,-82.880,-132.160
442.308,-0.468968,-0.670024,-1.053104,-55.160,-63.490,-111.020
451.923,-0.262544,-0.693448,-1.292224,-41.230,-63.700,-90.160
461.538,-0.304024,-0.803736,-1.449360,-35.700,-71.960,-69.790
471.154,0.009272,-0.649040,-1.106784,-33.810,-96.460,-56.070
480.769,0.223504,-0.575352,-0.929152,-17.990,-127.680,-83.230
490.385,0.097112,-0.448472,-1.013576,0.420,-133.350,-102.900
500.000,0.084912,-0.156160,-1.364448,21.910,-139.650,-120.750
509.615,-0.284504,-0.167384,-1.450336,39.060,-141.680,-135.800
519.231,-0.711504,-0.242536,-1.289784,60.270,-139.300,-137.970
528.846,-0.640256,-0.068808,-1.584048,87.780,-127.750,-128.800
538.462,-0.615368,0.115656,-1.576728,110.530,-107.380,-119.980
548.077,-0.907680,0.195200,-1.679696,160.510,-78.190,-105.350
557.692,-1.167784,0.278160,-1.711904,185.850,-64.330,-94.010
567.308,-1.235616,0.352336,-1.666032,214.270,-46.340,-78.260
576.923,-1.215608,0.465064,-1.617232,251.370,-20.650,-59.500
586.538,-1.179984,0.517280,-1.301008,293.930,7.980,-44.100
