timestamp,Ax,Ay,Az,Gx,Gy,Gz
0.000,-0.214232,-0.339648,-0.077104,97.370,103.530,-124.880
9.615,-0.245952,-0.269376,-0.199104,92.470,131.110,-101.780
19.231,-0.259128,-0.209352,-0.174704,83.020,164.570,-74.620
28.846,-0.313784,-0.154696,-0.366000,70.980,202.930,-42.980
38.462,-0.252784,-0.248880,-0.554368,53.270,236.950,-7.210
48.077,-0.157136,-0.403088,-0.666608,31.080,250.320,27.160
57.692,-0.965752,-0.932568,-0.628544,7.420,233.870,97.440
67.308,-0.636352,-1.237568,-0.703208,-29.540,115.010,145.110
76.923,-1.261968,-1.722640,-0.631960,-48.510,45.150,188.580
86.538,-1.107760,-2.218936,-0.803736,-66.010,-26.040,241.290
96.154,-0.683688,-2.289696,-1.024800,-87.570,-121.520,281.960
105.769,-0.613904,-2.228696,-1.040904,-110.110,-241.920,307.790
115.385,-0.572912,-2.099376,-1.265384,-139.650,-443.450,340.970
125.000,-0.583648,-2.045696,-1.192672,-150.570,-482.440,351.540
134.615,-0.517280,-2.034960,-1.137528,-157.500,-477.680,358.330
144.231,-0.642696,-1.941264,-1.252696,-162.330,-441.560,359.450
153.846,-0.755424,-1.954440,-1.197552,-170.870,-389.550,357.840
163.462,-0.523136,-1.642120,-1.133136,-183.050,-256.900,340.060
173.077,-0.492392,-1.496696,-0.821792,-193.480,-198.940,314.580
182.692,0.067832,-1.140944,-0.039040,-193.830,-161.420,274.260
192.308,-0.294264,-0.728096,-0.118096,-167.020,-132.300,199.780
201.923,-0.264984,-0.479704,-0.073688,-142.870,-74.130,79.030
211.538,0.032696,-0.609024,-0.254248,-91.770,-35.770,-4.830
221.154,-1.151192,-0.591944,-0.162504,-80.010,24.080,-40.530
230.769,-0.890112,-0.321104,0.233752,-67.130,105.000,-46.550
240.385,-0.878888,-0.331352,-0.130784,-48.720,204.260,-52.430
250.000,-0.681736,-0.440176,-0.018544,-36.890,300.160,-61.670
259.615,-0.936960,-0.556320,-0.208376,-21.490,381.500,-67.620
269.231,-0.887184,-0.485072,-0.324032,-8.540,451.360,-66.360
278.846,-0.847168,-0.147864,-0.636352,1.540,520.940,-63.000
288.462,-0.757376,0.041968,-0.463112,10.850,672.770,-41.580
298.077,-0.441640,0.248880,-0.203008,18.970,746.130,-24.150
307.692,-0.067344,0.325008,0.169824,37.940,806.330,-12.040
317.308,-0.012688,0.161040,-0.231312,64.820,849.660,-4.270
326.923,-0.076128,-0.017568,-0.564128,78.400,881.790,5.880
336.538,-0.021960,-0.086864,-1.122400,75.670,906.220,21.350
346.154,-0.080032,-0.085400,-1.977376,46.830,897.120,33.950
355.769,-0.409432,-0.174704,-0.635864,4.340,835.310,43.120
365.385,-0.459696,-0.145424,-0.262544,2.450,748.720,52.570
375.000,-0.548512,0.119072,-0.549976,8.330,654.500,66.150
384.615,-0.172752,0.349896,-0.356728,-1.470,487.410,84.490
394.231,0.157624,0.439200,-0.370880,-3.640,419.580,86.100
403.846,0.710528,0.414800,-0.363560,-5.810,353.570,76.930
413.462,0.412360,0.245952,-0.109312,-6.440,283.920,50.050
423.077,0.318664,0.191784,0.081008,0.000,209.720,26.530
432.692,-0.431880,-0.061976,0.645136,15.540,131.810,11.130
442.308,0.031232,-0.153720,0.077592,38.710,60.690,9.520
451.923,0.512888,-0.100040,-0.331352,43.890,15.050,0.910
461.538,1.190232,-0.101992,-0.447984,32.900,-20.930,-23.310
471.154,1.196088,-0.297192,-0.189832,20.090,-59.850,-68.040
480.769,1.019432,-0.407480,0.017568,14.980,-96.390,-115.080
490.385,0.994056,-0.320616,0.139568,15.610,-127.820,-154.210
500.000,0.982832,-0.254248,-2.510760,18.060,-155.330,-187.670
509.615,2.257000,-1.265384,-2.619584,-84.140,-225.750,-255.360
519.231,2.355088,-2.378512,-0.831552,-168.560,-297.080,-304.920
528.846,1.142896,-2.318976,-0.283528,-184.520,-429.310,-350.700
538.462,0.813008,-0.817888,-0.515816,-175.490,-539.210,-346.220
548.077,0.894016,-0.222040,-0.957944,-178.150,-593.460,-316.540
557.692,0.674904,-0.500688,-1.159976,-183.330,-518.840,-221.200
567.308,0.722728,-0.495808,-1.166808,-165.620,-434.910,-169.820
576.923,0.464088,-0.382592,-1.096536,-131.390,-326.340,-123.270
586.538,0.218624,-0.288408,-0.982344,-81.200,-195.370,-75.250
