U1,351458,3429367298,25,-66,2070,15,-14,-19
IMU1,351459,3429377086,24,-68,2070,15,-12,-19
IMU1,351460,3429386855,24,-65,2070,14,-15,-17
IMU1,351461,3429396634,28,-66,2061,15,-15,-17
IMU1,351462,3429406412,24,-68,2075,13,-15,-15
IMU1,351463,3429416194,21,-67,2080,15,-13,-19
IMU1,351464,3429425975,23,-71,2077,12,-17,-16
IMU1,351465,3429435763,27,-67,2065,12,-14,-17
IMU1,351466,3429445551,27,-70,2062,12,-13,-18
IMU1,351467,3429455336,26,-68,2068,13,-15,-17
IMU1,351468,3429465126,22,-67,2073,14,-15,-17
IMU1,351469,3429474912,27,-68,2067,13,-14,-16
IMU1,351470,3429484700,23,-65,2063,13,-15,-16
IMU1,351471,3429494490,22,-65,2072,15,-15,-18
IMU1,351472,3429504277,25,-68,2073,15,-13,-18
IMU1,351473,3429514049,27,-68,2073,14,-13,-18
IMU1,351474,3429523835,29,-66,2072,14,-14,-19
IMU1,351475,3429533626,27,-69,2071,13,-14,-18
IMU1,351476,3429543410,22,-65,2071,13,-15,-17
IMU1,351477,3429553196,28,-67,2070,13,-16,-17
IMU1,351478,3429562992,25,-66,2074,13,-16,-18
IMU1,351479,3429572782,25,-68,2073,12,-15,-17
IMU1,351480,3429582580,28,-65,2071,11,-15,-16
IMU1,351481,3429592359,21,-68,2071,14,-17,-16
IMU1,351482,3429602143,24,-66,2071,13,-14,-17
IMU1,351483,3429611919,26,-69,2066,14,-13,-18
IMU1,351484,3429621704,22,-68,2068,15,-15,-18
IMU1,351485,3429631494,27,-65,2073,14,-14,-18
IMU1,351486,3429641292,24,-66,2069,13,-14,-18
IMU1,351487,3429651070,26,-67,2074,15,-15,-18
IMU1,351488,3429660862,26,-71,2073,14,-15,-17
IMU1,351489,3429670647,22,-71,2072,13,-15,-17
IMU1,351490,3429680427,27,-66,2066,13,-14,-17
IMU1,351491,3429690209,27,-64,2063,15,-15,-17
IMU1,351492,3429699994,23,-65,2074,13,-15,-17
IMU1,351493,3429709784,25,-69,2073,11,-14,-17
IMU1,351494,3429719568,22,-67,2065,14,-13,-19
IMU1,351495,3429729362,21,-63,2067,14,-14,-18
IMU1,351496,3429739147,24,-63,2069,11,-14,-17
IMU1,351497,3429748946,22,-67,2068,14,-15,-18
IMU1,351498,3429758736,24,-70,2072,12,-16,-17
IMU1,351499,3429768538,27,-68,2073,14,-15,-18
IMU1,351500,3429778323,24,-68,2071,11,-14,-16
IMU1,351501,3429788115,25,-69,2066,13,-14,-19
IMU1,351502,3429799463,28,-66,2074,13,-15,-17
IMU1,351503,3429809255,28,-64,2073,13,-15,-14
IMU1,351504,3429819049,24,-66,2071,15,-14,-20
IMU1,351505,3429828843,25,-66,2067,15,-13,-19
IMU1,351506,3429838624,23,-66,2070,11,-13,-18
IMU1,351507,3429848414,24,-64,2073,11,-15,-16
IMU1,351508,3429858198,25,-68,2070,13,-16,-17
IMU1,351509,3429867992,28,-68,2068,12,-15,-16
IMU1,351510,3429877788,23,-65,2070,13,-15,-17
IMU1,351511,3429887582,27,-70,2070,12,-15,-17
IMU1,351512,3429897397,23,-70,2071,12,-15,-16
IMU1,351513,3429907197,23,-65,2072,15,-16,-16
IMU1,351514,3429917009,27,-70,2072,16,-14,-19
#RATE,101.7 fps,err=0
IMU1,351515,3429929563,20,-73,2072,12,-15,-16
IMU1,351516,3429939361,12,-59,2097,14,-14,-17
IMU1,351517,3429949143,46,-71,2058,18,-17,-17
IMU1,351518,3429958947,25,-65,2065,12,-12,-16
IMU1,351519,3429968747,24,-74,2040,12,-13,-18
IMU1,351520,3429978542,19,-60,2076,15,-19,-17
IMU1,351521,3429988342,22,-71,2094,12,-14,-18
IMU1,351522,3429998142,21,-64,2077,12,-13,-18
IMU1,351523,3430007930,28,-69,2073,15,-15,-16
IMU1,351524,3430017726,31,-64,2064,13,-18,-16
IMU1,351525,3430027509,20,-69,2085,14,-16,-16
IMU1,351526,3430037301,32,-69,2060,12,-15,-17
IMU1,351527,3430047093,23,-68,2066,15,-15,-17
IMU1,351528,3430056885,28,-63,2057,11,-15,-19
IMU1,351529,3430066675,23,-64,2076,15,-15,-16
IMU1,351530,3430076477,28,-67,2068,11,-14,-16
IMU1,351531,3430087839,29,-73,2075,10,-17,-16
IMU1,351532,3430097637,26,-65,2074,7,-15,-14
IMU1,351533,3430107230,23,-63,2063,14,-17,-16
IMU1,351534,3430117024,29,-65,2063,12,-16,-16
IMU1,351535,3430126824,26,-69,2068,13,-16,-17
IMU1,351536,3430136620,23,-69,2073,15,-14,-18
IMU1,351537,3430146424,24,-69,2081,13,-15,-18
IMU1,351538,3430156212,24,-70,2075,14,-15,-17
IMU1,351539,3430166004,23,-67,2072,13,-14,-18
IMU1,351540,3430175792,26,-68,2063,13,-16,-16
